Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Not Found,24.490.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-m3407ka-sf032ws-ryzen-ai-7.html
Not Found,30.290.000đ,"Intel Core Ultra 7 258V 32GB 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-oled-s5406sa-pp059ws.html
Not Found,18.990.000đ,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607va-rp056w.html
Not Found,29.990.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz368ws.html
Not Found,54.990.000đ,"Intel Core Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 22 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz142w.html
Not Found,48.590.000đ,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 5070 8GB GDDR7Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g615jpr-s5107w.html
Not Found,21.990.000đ,AMD Ryzen AI 5 330,16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-m3407ka-sf034ws-ryzen-ai-5.html
Not Found,41.590.000đ,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)",16GB,NVIDIA GeForce RTX 5070 8GB GDDR7 Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx608jpr-rv044w.html
Not Found,30.990.000đ,"Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,13.3 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html
Not Found,24.990.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607ca-sh083ws.html
Not Found,21.990.000đ,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607ca-sh082ws.html
Not Found,39.990.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",24GB,AMD Radeon Graphics,1TB M.2 NVMe PCIe 4.0 SSD,16 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk113ws-ryzen-ai-7.html
Not Found,14.990.000đ,AMD Ryzen™ 7 5800H,8GB,AMD Radeon™ Vega 7,SSD 512GB M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-m1403qa-ly024w.html
Not Found,42.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vv-n4022w.html
Not Found,16.190.000đ,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-16-x1605va-mb1795w.html
Not Found,10.490.000đ,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",8GB,Onboard Intel UHD Graphics,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html
Not Found,26.290.000đ,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  AMD Radeon Navi2 Graphics,512GB PCIe 4.0 NVMe M.2 SSD (2230) (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp046w.html
Not Found,20.190.000đ,AMD Ryzen 7 5800H 3.2GHz up to 4.4GHz 16MB,16GB,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tn3402qa-lz027w.html
Not Found,77.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng) AMD Ryzen AI up to 81 TOPs",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6 AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wi-qr090ws.html
Not Found,15.490.000đ,"AMD Ryzen 7-7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1332w.html
Not Found,9.490.000đ,"Intel Core i3-1215U 1.2 GHz (10M Cache, up to 4.4 GHz, 6 lõi)",8GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cba-nk1904w.html
Not Found,61.990.000đ,"Intel Core i9-13900H (14 lõi / 20 luồng, upto 5.40 GHz, 24 MB)",32GB,NVIDIA GeForce RTX 4070 8GB,1TB M.2 NVMe PCIe 4.0,16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu604vi-nm779w.html
Not Found,21.490.000đ,"Intel Core i7-1360P (2.2 GHz, 18MB Cache, up to 5.0 GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1227ws.html
Not Found,27.490.000đ,"Snapdragon X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng) Qualcomm AI Engine lên đến tổng cộng 75 TOP",32GB,Qualcomm Adreno GPUTiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ,1TB M.2 NVMe PCIe 4.0 SSD,15.6 inches,,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-15-s5507qa-ma089ws-copilot-x-elite.html
Not Found,37.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 thanh M2 trống hỗ trợ nâng cấp lên đến 2TB),16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n4019w.html
Not Found,25.990.000đ,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nvr-lp091w.html
Not Found,77.990.000đ,Intel Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4070 8GB GDDR6,1TB PCIe® 4.0 NVMe™ M.2 SSD,16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu605mi-qr116w.html
Not Found,77.990.000đ,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1497MHz* ở 115W (Xung nhịp tăng cường 1447MHz+OC 50MHz, Tăng cường động 95W+20W) Intel Arc Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-gu605cr-qr137w.html
Not Found,18.950.000đ,Intel Core i5-12450H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx517zc-hn077w.html
Not Found,38.990.000đ,"Intel Core i7-13650HX (2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD 2x DDR5 SO-DIMM slots 2x M.2 PCIe,18 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g814ju-n6143w.html
Not Found,77.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (1 Khe cắm M.2 hỗ trợ SATA hoặc NVMe hỗ trợ SSD M.2 2280 G4X4 2TB),14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga403wr-qs103ws-ryzen-ai-9.html
Not Found,23.990.000đ,AMD Ryzen 7 5800HS,8GB,NVIDIA GeForce RTX 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qc-k2199w.html
Not Found,35.490.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 lõi: 6 P-cores and 4 E-cores)",32GB,NVIDIA GeForce RTX 4070 (321 AI TOPs) 8GB GDDR6 Intel Iris Xe Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vi-lp077w.html
Not Found,54.990.000đ,"Intel Core Ultra 7 255HX 2.4 GHz (30MB Cache, up to 5.2 GHz, 20 lõi, 20 luồng)",32GB,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1565MHz* ở 140W (Xung nhịp tăng cường 1515MHz+OC 50MHz, Tăng cường động 115W+25W) Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ tối đa 2TB)",16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g615lr-s5238w.html
Not Found,55.990.000đ,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ca-pz109ws.html
Not Found,17.890.000đ,AMD Ryzen 7 4800H,8GB,Geforce GTX 1650 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513ih-hn015w.html
Not Found,43.990.000đ,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,"NVIDIA GeForce RTX 4060 8GB GDDR6, ROG Boost: 2420MHz* at 140WIntel UHD Graphics",1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4162w.html
Not Found,54.990.000đ,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (2230),13.4 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-z13-gz301vv-mu007w.html
Not Found,22.490.000đ,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",16GB,"AMD Radeon RX 7600S 8GB GDDR6, up to 95W(SmartShift)",512GB PCIe 4.0 NVMe M.2 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617nsr-rl100w.html
Not Found,14.990.000đ,Intel Core i5-10300H,8GB,NVIDIA® GeForce® GTX 1650 4GB,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506lhb-hn188w.html
Not Found,28.990.000đ,"Intel Core i7-13620H ( 2.4 GHz - 4.9 GHz, 24MB, 10 nhân / 16 luồng )",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  Intel UHD Graphics 770,512GB SSD M.2 NVMe/ 2 x M.2 NVMe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp157w.html
Not Found,18.890.000đ,AMD Ryzen™ 7 4800H,8GB,NVIDIA GeForce RTX 3050AMD Radeon Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ic-hn729w.html
Not Found,15.990.000đ,"Intel Core i5-10300H, tốc độ 2.4GHz tối đa 4.5Ghz, 8MB bộ nhớ đệm",8GB,NVIDIA GeForce GTX 1650 4GB GDDR6,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506lh.html
Not Found,66.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6 (321 AI TOPs)AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wi-qr156ws-ryzen.html
Not Found,26.490.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp315w.html
Not Found,42.990.000đ,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs) Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4231w.html
Not Found,44.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads)  AMD Ryzen AI up to 81 TOPs",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),14 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg061ws.html
Not Found,30.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp304w.html
Not Found,77.990.000đ,"AMD Ryzen AI MAX+ 395 3,0GHz (Bộ nhớ đệm 80MB, lên tới 5,1GHz, 16 nhân, 32 luồng) AMD STRIX HALO-16C/BGA",32GB,AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (2230),13.4 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-z13-gz302ea-ru080ws-ryzen-ai.html
Not Found,12.990.000đ,"Intel® Core™ i3-N300 Processor 0.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)",8GB,Intel® UHD Graphics,256GB UFS 2.1,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-13-slate-oled-t3300.html
Not Found,45.990.000đ,"Intel Core Ultra 7 155H (1.4 GHz, 24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz307w.html
Not Found,50.990.000đ,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (1. 2x Value/Performance PCIe*4x4 SSD 2. 1TB / 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x16-gv601vv-nf044w.html
Not Found,18.990.000đ,"Intel Core i5-12500H (2.5 GHz, 18M Cache, up to 4.5 GHz, 12 lõi: 4 P và 8 E)",8GB,NVIDIA GeForce RTX 3050 4GB GDDR6  Intel Iris Xe Graphics,512GB PCIe 3.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn074w.html
Not Found,36.490.000đ,"Intel Core i7-13650HX (2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",32GB,NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD2x DDR5 SO-DIMM slots 2x M.2 PCIe,16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n4450w.html
Not Found,46.990.000đ,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD (nâng cấp tối đa 2TB),16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jir-n4046w.html
Not Found,26.490.000đ,"Intel Core i7-13620H 2.4 GHz (24M Cache, Up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",24GB,NVIDIA GeForce RTX 4050,512GB PCIe 4.0 NVMe M.2 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp198w.html
Not Found,20.990.000đ,"Intel Core i7-12700H (2.3 GHz, 24M Cache, up to 4.7 GHz, 14 lõi: 6 P, 8 E)",8GB,NVIDIA GeForce RTX 3050 4GB GDDR6 Intel Iris Xe Graphics,512GB PCIe 3.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn099w.html
Not Found,11.990.000đ,"Intel Core i5-1335U (1.3GHz, 12M Cache, up to 4.6GHz, 10 lõi)",8GB,Intel UHD Graphics,256GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cva-nk0149w.html
Not Found,22.490.000đ,"Intel Core Ultra 5 226V 16GB 1.6 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",16GB,Intel Arc 130V GPU,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-expertbook-p5-p5405csa-nz0016w.html
Not Found,24.490.000đ,"AMD Ryzen 5 7535HS (8 nhân/16 luồng, 16MB L3 bộ nhớ đệm, lên đến 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  AMD Radeon Navi2 Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp110w.html
Not Found,15.590.000đ,AMD Ryzen R5-4600H,8GB,NVIDIA GeForce GTX 1650 4GB GDDR6,SSD 512GB M.2 NVMe™ PCIe® 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506ihr-hn019w.html
Not Found,20.490.000đ,"AMD Ryzen 5 7530U (2.0GHz, 6 lõi / 12 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-um3402ya-km405w.html
Not Found,16.290.000đ,"Intel Core i5-11400H (12MB Cache, up to 4.6GHz, 6 lõi / 12 luồng)",8GB,NVIDIA GeForce RTX 2050 4GB,512GB M.2 PCIE G3X2 1x khe M.2 SSD trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hf-hn014w.html
Not Found,68.990.000đ,Intel Core i9-11900H 2.5GHz up to 4.9GHz 24MB,32GB,NVIDIA GeForce RTX™ 3070 8GB GDDR6 With ROG Boost up to 1390MHz at 80W (100W with Dynamic Boost),2TB M.2 NVMe PCIe 4.0 SSD (2 slots),16 inches,2560 x 1600 pixel (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603hr-k8036t.html
Not Found,20.490.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki429t.html
Not Found,16.990.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l12033t.html
Not Found,28.490.000đ,"Intel Core i7-13650HX 2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)  Intel UHD Graphics,"512GB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx607ju-n3139w.html
Not Found,27.990.000đ,AMD Ryzen 7 4800H,16GB,Geforce RTX 3060 6GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513im-hn008w.html
Not Found,41.490.000đ,"AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uu-qs135w.html
