Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Not Found,15.990.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea.html
Not Found,94.090.000đ,"Intel® Core™ i9-11900H, tối đa 4.90 GHz, 8 nhân 16 luồng, Cache 24MB",32GB,NVIDIA® GeForce RTX™ 3080 16GB GDDR6,2TB M.2 NVMe™ PCIe® 4.0 SSD,17.3 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-s17-gx703hs-k4016t.html
Not Found,25.490.000đ,"AMD Ryzen 5 7535HS (Up to 4.55GHz, 6 lõi / 12 luồng)",16GB,NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6,"1TB SSD M2 PCIe 4.0 NVMe (1 khe trống, nâng cấp tối đa 2TB)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nu-lp131w.html
Not Found,21.890.000đ,"AMD Ryzen 7 4800H Mobile (8 lõi /16 luồng, 12MB, 4.2 GHz)",8GB,"NVIDIA GeForce RTX 3050 Ti, 4GB GDDR6  Card tích hợp - AMD Radeon Graphics",512GB PCIe 3.0 NVMe M.2 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ie-hn246w.html
Not Found,47.990.000đ,"AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs202w.html
Not Found,23.690.000đ,"Intel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P+8E cores)  Intel Evo™ Platform",16GB,Intel® Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km219w.html
Not Found,19.190.000đ,Intel Core i5 Tiger Lake - 1135G7 2.40 GHz,8GB,Card tích hợp - Intel Iris Xe Graphics,512 GB SSD NVMe PCIe,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki839w.html
Not Found,28.390.000đ,"Intel Core I7-12700H (2.3 GHz, 24M Cache, up to 4.7 GHz, 14 lõi: 6 lõi P và 8 lõi E)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 2420MHz,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zv4-lp042w.html
Not Found,55.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wv-qr142ws-ryzen-ai-9-hx.html
Not Found,32.490.000đ,"AMD Ryzen 9 7940HS (8 lõi / 16 luồng, 16MB L3 cache, up to 5.2 GHz max boost)",16GB,NVIDIA GeForce RTX 4070 8GB GDDR6  AMD Radeon Navi3 Graphics,512GB PCIe 4.0 NVMe M.2 SSD (2230) (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507xi-lp420w.html
Not Found,22.390.000đ,"AMD Ryzen 7-7735HS (8 lõi/16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",8GB,AMD Radeon™ RX 7600S 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe),16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617ns-n3486w.html
Not Found,36.990.000đ,"AMD Ryzen™ 9 5900HS (8 lõi/16 luồng, Up to 4.6 GHz, 20MB)",16GB,NVIDIA® GeForce RTX™ 3050 4GB,512 GB M.2 2230 NVMe™ PCIe® 3.0 SSD,13.4 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6082t.html
Not Found,16.490.000đ,Intel Core i5-12500H,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-a1503za-l1422w.html
Not Found,22.490.000đ,"Intel® Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-flip-b5302fea-lg0478t.html
Not Found,37.990.000đ,AMD Ryzen 7 6800HS,16GB,NVIDIA® GeForce RTX 3060,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g15-ga503rm-ln006w.html
Not Found,17.990.000đ,Intel Core i5-11300H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD (1 khe trống PCIe),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-gaming-f15-fx516pc-hn558w.html
Not Found,21.990.000đ,"Intel® Core™ i5-1135G7, 4.20Ghz, 8 MB cache, 4 cores 8 threads",8GB,Intel® Iris® Xe Graphics,512GB PCIe® NVMe™ 3.0 x2 M.2 SSD,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-flip-13-ux363ea.html
Not Found,24.390.000đ,Intel Core i5-11400H 2.7GHz up to 4.5GHz 12MB,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hc-hn002t.html
Not Found,21.490.000đ,"Intel Core i9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi / 20 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1201w.html
Not Found,82.490.000đ,"Intel Core i7-1250U 1.1 GHz (12M Cache, up to 4.7 GHz, 2P + 8E cores)",16GB,Intel Iris Xe Graphics,1TB M.2 NVMe PCIe 4.0 SSD,17.3 inches,,,,,https://cellphones.com.vn/laptop-asus-zenbook-17-fold-oled-ux9702aa-md014w.html
Not Found,25.480.000đ,"Intel® Core™ I7-10870H, 2.20GHz upto 5.00GHz, 16 MB cache, 8 cores 16 threads",8GB,NVIDIA Geforce GTX 1660Ti 6GB GDDR6,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506lu.html
Not Found,15.990.000đ,AMD Ryzen™ 5 4600H Mobile Processor,8GB,NVIDIA® GeForce GTX™ 1650AMD Radeon™ Graphics,512GB SSD M2 + 1 khe SSD M2 trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ihrb-hn080w.html
Not Found,4.490.000đ,Intel Celeron N4020,4GB,UHD Graphics 600,128G eMMC,11.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-e210ma-gj537w.html
Not Found,13.290.000đ,"Intel® Core™ i3-1115G4, upto 4.10GHz, 2 cores 4 threads, 6MB Cache",4GB,Intel® UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675t.html
Not Found,24.790.000đ,"Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)",8GB,NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507ze-hn093w.html
Not Found,25.450.000đ,"Intel® Core™ i7-1260P 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores)  Intel Evo™ Platform",16GB,Intel® Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km221w.html
Not Found,113.000.000đ,"Intel Core i9-13980HX 2.2 GHz (36M Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)",64GB,NVIDIA GeForce RTX 4090 16GB GDDR6,2TB PCIe 4.0 NVMe M.2 SSD1 khe trống,,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-18-g834jy-n6039w.html
Not Found,34.990.000đ,"Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi (6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 thanh trống hỗ trợ nâng cấp lên đến 2TB),16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n4156w.html
Not Found,21.990.000đ,"Intel Core I9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi / 20 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz118w.html
Not Found,55.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wv-qr146ws.html
Not Found,52.990.000đ,Intel® Core™ i7-12700H,16GB,NVIDIA® GeForce® RTX™ 3050 Ti Laptop GPUIntel® Iris Xe Graphics,1TB SSD,14.5 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3044w.html
Not Found,26.990.000đ,AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,,"NVIDIA GeForce GTX 1650 4GB GDDR6 (Boost Clock: 1615MHz, 50W)",512GB SSD PCIE G3X4,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14.html
Not Found,9.290.000đ,"Intel Core i3 - 1115G4 (2 lõi / 4 luồng, 3.00 GHz, Turbo Boost 4.1 GHz, 6 MB)",8GB,Intel UHD Graphics,256 GB SSD NVMe PCIeHỗ trợ khe cắm HDD SATA 2.5 inch mở rộng,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek2043w.html
Not Found,19.690.000đ,AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,8GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html
Not Found,7.990.000đ,"Intel Celeron N4020 , tốc độ 1.1 GHz tối đa lên đến 2.8 GHz, bộ nhớ đệm 4MB",4GB,Intel® UHD Graphics 600,256GB M.2 NVMe PCIe® 3.0 SSD,15.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x515ma-celeron-n4020.html
Not Found,15.990.000đ,Intel Core i5-12500H,8GB,Intel Iris Xe Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-km161w.html
Not Found,14.690.000đ,"Intel® Core i5-1135G7 (upto 4.20 GHz, 8MB)",8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046w.html
Not Found,11.490.000đ,Intel Core i3-1115G4,4GB,Intel UHD Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec346w.html
Not Found,8.490.000đ,"AMD Ryzen 3 7320U (4MB cache, up to 4.1 GHz, 4 lõi/8 luồng)",8GB,AMD Radeon Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk113w.html
Not Found,29.090.000đ,Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki439t.html
Not Found,16.890.000đ,AMD Ryzen™ 5 4600H Mobile Processor,8GB,NVIDIA GeForce RTX™ 3050 Laptop GPUAMD Radeon™ Graphics,512GB SSD + 1 khe SSD M2 trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506icb-hn355w.html
Not Found,27.990.000đ,Ryzen™ 5 5600H,16GB,NVIDIA GeForce RTX 3050,512GB SSD,16 inches,,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7600qc-l2077w.html
Not Found,7.290.000đ,Intel Celeron N4020,4GB,Intel UHD Graphics 600,256GB SSD,15.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-x509ma-br270t.html
Not Found,5.690.000đ,Intel Celeron N4500,4GB,Intel UHD Graphics,128G eMMC,11.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-flip-br1100fka-bp1088w.html
Not Found,48.990.000đ,"Intel Core I9-13900H (Up to 5.4GHz, 24MB)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD,16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x16-gv601vv-nl016w.html
Not Found,5.990.000đ,Intel® Pentium® Silver N6000 Processor 1.1 GHz,8GB,Intel® UHD Graphics,128GB SSD + 64G eMMC,11.6 inches,1366 x 768 pixels,,,,https://cellphones.com.vn/laptop-asus-flip-br1100fka-bp1135w.html
Not Found,22.690.000đ,"Intel Core i5-1340P (1.9 GHz, 12MB Cache, up to 4.6 GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km203w.html
Not Found,33.990.000đ,"AMD Ryzen 9 6900HX ( 8 nhân, 16 luồng)",16GB,NVIDIA GeForce RTX 3050 Ti,512GB,16 inches,3840 x 2400 pixel (4K),,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-16x-oled-m7600re-l2044w.html
Not Found,21.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,256GB SSD M.2 PCIE G3X2,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-13-ux325ea.html
Not Found,22.390.000đ,"Intel Core i9-13900H (24MB Cache, up to 5.4GHz, 14 lõi / 20 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVM PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-oled-s3405va-km071w.html
Not Found,28.990.000đ,"Intel® Core™ i7-11370H upto 4.8 GHz, 4 nhân 8 luồng",8GB,NVIDIA® GeForce RTX™ 3060 6GB,512GB M.2 PCIe NVMe 3.0,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pm-hn002w.html
Not Found,11.490.000đ,"I3-1315U 2 GHz (10MB cache, up to 4.5 GHz, 6 lõi/8 luồng)",8GB,Intel UHD Graphics,SSD 256GB M.2 NVMe PCIe 4.0,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz025w.html
Not Found,16.190.000đ,AMD Ryzen 7 5800H,8GB,AMD Radeon Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km025w.html
Not Found,18.890.000đ,"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz031w.html
Not Found,22.990.000đ,"Bộ xử lý di động AMD Ryzen™ 7 6800H (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",8GB,NVIDIA® GeForce RTX™ 3050 4GB GDDR6  AMD Radeon™ Navi2 Graphics,512 GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rc-hn051w.html
Not Found,18.490.000đ,"Intel Core I5-1340P (12MB Cache, 1.9 GHz up to 4.6 GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1226w.html
Not Found,32.490.000đ,AMD Ryzen 7 6800H,16GB,NVIDIA GeForce RTX 3060 6GB GDDR6,512GB M.2 NVMe™ PCIe® 4.0 SSD (2 slots),15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513rm-hq055w.html
Not Found,13.990.000đ,Intel Core i5-1240P,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x1502za-bq127w.html
Not Found,19.990.000đ,Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,8GB,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel® UHD Graphics,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506li.html
Not Found,18.090.000đ,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,8GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html
Not Found,19.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki749w.html
Not Found,16.790.000đ,AMD Ryzen™ 7 5800H Mobile Processor,8GB,AMD Radeon™ Graphics,512GB SSD1 khe M2 trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m1503qa-l1044w.html
Not Found,14.990.000đ,AMD Ryzen™ 5 5600H Mobile Processor,8GB,AMD Radeon™ Vega 7 Graphics,512GB SSD,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-m1403qa-ly023w.html
Not Found,20.490.000đ,Intel® Core™ i5-11400H,8GB,NVIDIA® GeForce RTX™ 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506hcb-hn144w.html
Not Found,21.390.000đ,AMD Ryzen™ 5 5600H Mobile Processor,16GB,NVIDIA® GeForce® RTX™ 3050 Laptop GPU,512GB SSD,15.6 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m6500qc-ma002w.html
Not Found,37.990.000đ,AMD Ryzen 7 6800H,16GB,NVIDIA GeForce RTX 3060 Laptop GPU,512GB M.2 NVMe™ PCIe® 4.0 SSD,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713rm-ll016w.html
Not Found,25.690.000đ,"Intel® i5-11400H Gen 11th (2.7GHz upto 4.5GHz, 6 Cores, 12 Threads, 12MB Cache, FSB 8GT/s)",8GB,NVIDIA® GeForce RTX™ 3050 4GB,SSD 512GB M.2 PCIe (2 slot SSD M.2),17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx706hc-hx003t.html
Not Found,22.990.000đ,Intel® Core™ i7-12650H,8GB,NVIDIA® GeForce RTX™ 3060 6GB GDDR6,512GB SSD + 1 khe trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517zm-hn480w.html
Not Found,23.490.000đ,"Intel Core i7-11370H, upto 4.80 GHz, 4 nhân 8 luồng, 12MB Cache",8GB,NVIDIA® GeForce RTX™3050 4GB + Intel Iris Xe Graphics,SSD 512GB M.2 NVMe PCIe 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html
Not Found,24.390.000đ,Intel Core i7-12700H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc-hn124w.html
Not Found,28.990.000đ,AMD Ryzen 7 6800H,8GB,NVIDIA GeForce RTX 3060,512GB M.2 NVMe™ PCIe® 3.0 SSDCòn trồng 1 khe M2 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rm-hn018w.html
Not Found,15.990.000đ,AMD Ryzen 5 - 5600H,8GB,AMD Radeon Graphics,512 GB SSD NVMe PCIe,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km006w.html
Not Found,20.290.000đ,"AMD Ryzen R7-5800H Processor, Tối đa 4.40 GHz, 16 MB Cache",8GB,AMD Radeon™ Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km040t.html
Not Found,27.990.000đ,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 3050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga402nj-l4056w.html
Not Found,23.990.000đ,"Intel® Core™ i7-1165G7 (upto 4.70 GHz, 12MB)",16GB,NVIDIA® GeForce® MX350 2GB GDDR5,512 GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s533eq-bq429w.html
Not Found,15.190.000đ,"Intel Core i7-1165G7 2.8 GHz (12M Cache, up to 4.7 GHz, 4 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq3015w.html
Not Found,18.990.000đ,Intel Core i5-12450H 3.3GHz up to 4.4GHz 12MB,8GB,NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU,512GB SSD M.2 NVMe™ PCIe® 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517ze-hn045w.html
Not Found,23.090.000đ,"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,Intel Iris Xᵉ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-flip-b5302fea-lg0557t.html
Not Found,12.990.000đ,Intel Core i3 8130U 2.2 GHz,,Intel UHD Graphics 620,"HDD: 1TB 5400rpm, x1 slot SSD M.2 SATA",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s530ua-bq072t.html
Not Found,23.790.000đ,Ryzen R5-5600H,16GB,RTX 3050 4GB,512 GB SSD NVMe PCIe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1388w.html
Not Found,21.990.000đ,AMD Ryzen 5-5600H,16GB,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html
Not Found,27.590.000đ,Intel Core i7 11370H,8GB,Geforce RTX 3050Ti 4GB,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pe-hn005t.html
