Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Laptop ASUS Gaming ROG Zephyrus G14 GA401QM-K2041T,Liên hệ để báo giá,Ryzen 9 5900HS,32GB,Geforce RTX 3060 MaxQ 6GB,1TB SSD nvme PCI-express,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qm-k2041t-tui.html
Laptop ASUS Gaming ROG Strix G512,25.850.000đ,"Intel® Core™ i7-10750H, 2.60GHz upto 5.00GHz, 12MB cache, 6 cores 12 threads, 12MB Cache",8GB,nVidia Geforce GTX 1650Ti 4GB DDR5,"512GB SSD NVMe M.2 PCIe Gen 3 x 2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA III",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g512-i7.html
Laptop ASUS VivobookA M413IA-EK338T,14.990.000đ,Ryzen 5-4500U,,,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-m413ia.html
Laptop Asus Vivobook 14 A412FA-EK156T,12.990.000đ,Intel Core i3-8145U 2.10 Ghz,,Intel UHD Graphics 620,,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a412fa-ek156t-i3-8145u-xanh.html
Laptop ASUS TUF Gaming FA506II-AL012T,20.290.000đ,AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,8GB,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fa506ii-al012t-amd-ryzen-5-4600h-ram-8gb-ssd-512gb-15-6inch-144hz-vga-4gb.html
Laptop Asus Vivobook X509FA-EJ101T,14.290.000đ,"Intel Core i5-8265U (1.60GHz Up to 3.90 GHz, 4Cores, 8Threads, 6MB Cache, FSB 4GT/s)",,Intel UHD Graphics 620,HDD: 1TB 5400rpm + 1 Slot SSD M.2 Sata,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x509fa-ej101t-i5-8265u.html
Laptop ASUS X409FA-EK201T,Liên hệ để báo giá,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x409fa-ek201t-core-i5-8265u-ram-4gb-ssd-512gb-14inch.html
Laptop Asus Vivobook S14 S430FA-EB069T,14.090.000đ,Intel Core I3 8145U 2.1 GHz,,Intel UHD Graphics 620,"HDD: 1 TB, (Hỗ trợ khe cắm SSD M2 Sata)",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s430fa-eb069t-i3-8145u-vang.html
Laptop Asus FX705DD-AU059T,Liên hệ để báo giá,AMD Ryzen 7 – 3750H,,Geforce GTX 1050 3GB,512GB SSD NVMe M.2 PCIe Gen 3 x 2 + 1 slot HDD 2.5',17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fx705dd-au059t-ryzen-7-3750h.html
Laptop ASUS VivoBook Flip TP412FA,12.990.000đ,"Intel® Core™ i3-10110U,  2.10 GHz upto 4.10 GHz, 2 cores 4 threads, 4MB Cache",,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,14 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp412fa-i3.html
Laptop ASUS VivoBook 14 X409MA-BV157T,6.890.000đ,"Intel Celeron N4020 ( 1.10 GHz - 2.80 GHz / 4MB / 2 nhân, 2 luồng )",4GB,Intel UHD Graphics 600,256GB SSD M.2 NVMe,14 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x409ma-celeron-n4020.html
Laptop Evo Asus Expertbook B9400CEA-KC1013W,19.990.000đ,"Intel Core i5 Tiger Lake - 1135G7 (4 nhân, 8 luồng, 2.40 GHz, 8 MB)",8GB,Card tích hợp - Intel Iris Xe Graphics,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc1013w.html
Laptop ASUS Vivobook A512DA-EJ422T,13.350.000đ,"AMD Ryzen 5-3500U (2.1GHz upto 3.7GHz, 4Cores, 8Threads, 4MB cache)",,AMD Radeon VGA 8 Graphics,512GB SSD M.2 PCIe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a512da-ej422t.html
Laptop ASUS ZenBook UX435EA,23.990.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux435ea-i5-ram-8gb.html
Laptop Asus FX705DT-H7138T,19.490.000đ,"AMD Ryzen 7-3750H (2.3GHz upto 4.0GHz, 4Cores, 8Threads, 4MB cache)",,NVIDIA GeForce GTX 1650 4GB GDDR5 + Radeon™ RX Vega 10 Graphics,512GB SSD M.2 PCIE G3X2,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fx705dt-au017t-ryzen-7-3750h.html
Laptop Asus Vivobook A512FA-EJ555T,Liên hệ để báo giá,"Intel Core i3-8145U (2.10Ghz upto 3.90GHz, 2Cores, 4Threads, 4MB Cache, FSB 4GT/s)",,Intel UHD Graphics 620,256GB SSD M.2 Sata + 1 slot HDD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a512fa-ej555t-i3-8145u-ram-4gb-hdd-1tb-14-inch.html
Laptop Asus S430UA-EB097T,19.990.000đ,Intel Core i7-8550U (1.8GHz up to 4.0GHz 8MB),,Intel UHD Graphics 620,256GB SSD M.2 SATA,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s430ua-eb097t-core-i7-8550u-ram-8gb-ssd-256gb-14-inch.html
Laptop Asus Vivobook X507UF-EJ077T,14.190.000đ,Intel Core I5 8250U 1.6GHz,,NVIDIA GeForce MX130 + Intel UHD Graphics 620,"HDD: 1 TB, (Hỗ trợ thay thế SSD M.2 SATA 3)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x507uf-ej077t-i5-8250u-vang.html
Laptop ASUS Vivobook A412FA-EK734T,15.150.000đ,Bộ xử lý Intel® Core™ i5 10210U,,Intel UHD Graphics,512GB SSD PCIe (M.2 2280),14 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a412fa-ek734t-i5-10210u-bac.html
Laptop Asus Zenbook 15 UX533FD-A9099T,Liên hệ để báo giá,Intel Core i7-8565U 1.80 GHz,,,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-ux533fd-a9099t-i7-8565u-bac.html
Laptop ASUS Vivobook S430FA-EB070T,14.090.000đ,Intel Core i3-8145U 2.10 Ghz,,Intel UHD Graphics 620,"HDD: 1 TB, (Hỗ trợ thay thế SSD M.2 SATA 3)",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s430fa-eb070t-i3-8145u-xam.html
Laptop ASUS TUF Gaming F17 FX706HE-HX011T,30.690.000đ,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,8GB,NVIDIA® GeForce RTX™ 3050Ti 4GB,512GB SSD M.2 PCIE G3X2,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706he-hx011t.html
Laptop ASUS VivoBook S533EQ,23.950.000đ,Core i7-1165G7,16GB,NVIDIA GeForce MX350 2GB GDDR5 + Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/ SATA3),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533eq.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-fx505gd-bq012t.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-s530un-bq026t-i5-8250u-vang.html
Laptop ASUS F570ZD-E4297T,17.490.000đ,"AMD Ryzen 5 2500U ( 2.0 GHz - 3.6 GHz / 4MB / 4 nhân, 8 luồng )",,AMD Radeon Vega 8 Graphics / NVIDIA GeForce GTX 1050 4GB GDDR5,HDD: 1 TB Hỗ trợ thay thế SSD M.2 SATA 3,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-f570zd-e4297t-amd-r2-2500-den.html
Laptop Asus Gaming ROG Zephyrus G14 GA403UV-QS171W,57.990.000đ,"AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6  AMD Radeon Graphics,1 TB PCIe 4.0 NVMe M.2 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs171w.html
Laptop ASUS X509MA-BR058T,6.990.000đ,Intel® Celeron® N4000,,Integrated Intel UHD Graphics,256GB PCIe® Gen3 x2 SSD,15.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-x509ma-br058t-celeron-n4000.html
Asus Vivobook 14 A412FA-EK224T,Liên hệ để báo giá,Intel Core i5-8265U (1.60GHz Up to 3.90 GHz),,Intel UHD Graphics 620,512GB SSD M.2 PCIe,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a412fa-ek224t-i5-8265u-bac.html
Laptop Asus Zenbook 14X UX5401ZAS-KN070W,37.490.000đ,"Intel® Core™ i7-12700H 2.3 GHz (24M Cache, up to 4.7 GHz, 6P + 8E cores)",16GB,Intel Iris Xᵉ Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14x-ux5401zas-kn070w.html
Laptop ASUS Gaming TUF FX506HC-HN001T,27.090.000đ,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hc-hn001t.html
Laptop ASUS VivoBook X415EA-EB265T,16.590.000đ,"Intel Core i5-1135G7 upto 4.20GHz, 4 cores 8 threads, 8MB Cache",4GB,Intel Iris X Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb265t.html
Laptop ASUS TUF Gaming FX505DT-HN488T,16.990.000đ,"AMD Ryzen 5-3550H, 2.10 upto 3.70GHz, 4 MB cache, 4 cores 8 threads",,NVIDIA Geforce GTX 1650 4GB DDR5,512GB PCIe® Gen3 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx505dt.html
Laptop Asus A412FA-EK287T,Liên hệ để báo giá,Intel Core i3-8145U 2.1GHz up to 3.9GHz 4MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a412fa-ek287t-i3-8145u-ram-4gb-ssd-512gb-14inches-xanh.html
Laptop ASUS S431FA-EB075T,Liên hệ để báo giá,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s431fa-eb075t-i5-8265u-ram-8gb-ssd-512gb-14inch.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-a510un-ej463t-i5-8250u-vang.html
Laptop ASUS ZenBook 14 UX425EA,22.590.000đ,"Intel® Core™ i5-1135G7 Processor, 2.40GHz up to 4.20GHz, 4 nhân 8 luồng, 8MB Intel® Smart Cache",8GB,Intel® Iris® Xe Graphics,512GB SSD PCIe,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea.html
Laptop ASUS ROG Strix SCAR 18 G835LX-SA208W,Liên hệ để báo giá,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",64GB,NVIDIA GeForce RTX 5090 24GB GDDR7Intel UHD Graphics,2TB PCIe 4.0 NVMe M.2 Performance SSD,18 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-18-g835lx-sa208w.html
Asus Vivobook 15 A512FA-EJ202T,Liên hệ để báo giá,Intel Core i5-8265U (1.60GHz Up to 3.90 GHz),,Intel UHD Graphics 620,HDD: 1TB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a512fa-ej202t-i5-8265u-bac.html
Laptop ASUS ZenBook Flip 13 UX362FA-EL205T,26.990.000đ,Intel Core i5-8265U 1.6GHz,,Intel UHD Graphics 620,,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-ux362fa-el205t-i5-8265u-xanh.html
Laptop Asus Vivobook A510UA-EJ1214T,14.490.000đ,Intel Core I5 8250U 1.6 GHz,,Intel UHD Graphics 620,"HDD: 1 TB, (Hỗ trợ thay thế SSD M.2 SATA 3)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a510ua-ej1214t-i5-8250u-xam.html
Laptop Asus Zenbook 14 ROG Zephyrus G14 GA403UU-QS101W,52.990.000đ,"AMD Ryzen™ 9 8945HS Processor 4GHz (24MB Cache, up to 5.2 GHz, 8 cores, 16 Threads)",32GB,NVIDIA® GeForce RTX™ 4050 Laptop GPU,512GB M.2 2280 PCIe® Gen4 SSD1TB M.2 2280 PCIe® Gen4 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uu-qs101w.html
Laptop Asus VivoBook 14 OLED A1403ZA-KM066W,Liên hệ để báo giá,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P + 8E lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1403za-km066w.html
Laptop ASUS Gaming ROG Zephyrus G16 GU605MV-QR135W,63.990.000đ,Intel Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4060 8GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD,16 inches,1600 x 2560 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu605mv-qr135w.html
Laptop ASUS VivoBook A515EA-BQ1532T,13.290.000đ,"Intel® Core™ i3-1115G4, 4.10 GHz 6MB",4GB,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1532t.html
Laptop ASUS VivoBook X415JA-EK096T,10.190.000đ,"Intel Core i3-1005G1, tốc độ 1.2 GHz tối đa lên đến 3.4 GHz, bộ nhớ đệm 4MB",4GB,Intel UHD Graphics 600,256GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x415ja.html
Laptop ASUS Gaming ROG Strix Scar G15 G533QM-HQ074T,49.900.000đ,AMD Ryzen™ R9-5900H,16GB,Nvidia GeForce RTX 3060 6GB GDDR6,1TB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-g15-g533qm-hq074t.html
Laptop ASUS S431FA-EB091T,19.490.000đ,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s431fa-eb091t-i5-8265u-ram-8gb-ssd-512gb-14inch.html
Laptop ASUS Gaming V16 V3607VU-RP290W,23.490.000đ,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)Intel Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-v16-v3607vu-rp290w.html
Laptop Asus ROG Strix G16 G614JVR-N4141W,45.990.000đ,"Intel Core i9-14900HX (2.2 GHz, 36MB Cache, up to 5.8 GHz, 24 lõi / 32 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6  Intel UHD Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),16 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4141w.html
Laptop Asus UX433FN-A6123T,Liên hệ để báo giá,"Intel Core i7-8565U Processor 1.80 GHz, up to 4.60 GHz",,NVIDIA GeForce MX150 2GB GDDR5,512GB SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-ux433fn-a6123t-core-i7-8565u-ram-8gb-ssd-512gb-14-inch-vga-mx150-2gb.html
Laptop ASUS VivoBook A515EA-BQ1530T,9.990.000đ,Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,4GB,Intel Iris UHD Graphic,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1530t.html
Laptop ASUS VivoBook X515EA-BQ2351W,9.990.000đ,Intel Core™ i3-1115G4,4GB,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq2351w.html
Laptop ASUS VivobookS M533IA,Liên hệ để báo giá,AMD Ryzen 5-4500U 2.3GHz up to 4.0GHz 8MB,,AMD Radeon™ Graphics,512GB SSD M.2 PCIE G3X2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-m533ia.html
Laptop ASUS VivoBook A512FL-EJ507T,14.990.000đ,"8th Generation Intel® Core™ i5 _ 8265U Processor (1.60 GHz, 6M Cache, up to 3.90 GHz)",,NVIDIA® GeForce® MX250 with 2GB GDDR5 / Integrated Intel® UHD Graphics,512GB PCIe® NVMe™ M.2 SSD + 32GB SSD Optane,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a512fl-32gb-optane.html
Laptop ASUS ROG Strix G18 G814JIR-N6007W,53.990.000đ,Intel Core i9-14900HX,32GB,NVIDIA GeForce RTX 4070 8GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD,18 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g814jir-n6007w.html
Laptop Asus X509FA-EJ103T,Liên hệ để báo giá,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x509fa-ej103t-core-i5-8265u-ram-4gb-ssd-512gb-15-6-inch.html
Laptop Asus Vivobook A512DA-EJ421T,Liên hệ để báo giá,AMD Ryzen 3-3200U 2.6GHz up to 3.5GHz 4MB,,Radeon Vega 3 Graphics,256GB SSD M.2 PCIE G3X2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a512da-ej421t.html
Laptop ASUS ROG Strix SCAR 16 G635LX-RW179W,141.990.000đ,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",64GB,"NVIDIA GeForce RTX 5090 24GB GDDR7 ROG Boost: 1647MHz* at 175W (1597MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost) Intel UHD Graphics",2TB + 2TB PCIe 4.0 NVMe M.2 Performance SSD (RAID 0),16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-16-g635lx-rw179w.html
Laptop ASUS ZenBook Flip UX363EA,32.590.000đ,"Intel Core i7-1165G7 (up to 4.7Ghz, 12MB)",16GB,Intel Iris Xe Graphics,512GB SSD M.2 2242 PCIe 3.0x2 NVMe,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp163t.html
Laptop Asus Rog Strix Scar 15 533GR,56.790.000đ,AMD Ryzen 7-5800H  8 nhân 16 luồng,16GB,Geforce RTX 3070 8GB,1TB SSD,15.6 inches,2560 x 1080 pixels,,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533qr.html
Laptop ASUS ZenBook UM425UA-AM501T,19.400.000đ,"AMD Ryzen 5-5500U, tốc độ 2.1GHz tối đa lên đến 4.0GHz, 8MB bộ nhớ đệm",8GB,AMD Radeon™ Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-um425ua.html
Laptop ASUS VivoBook D515UA-EJ082T,16.390.000đ,AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,8GB,AMD Radeon™ Graphics,512GB SSD M.2 PCIE G3X4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-d515ua-ryzen-7-ram-8gb.html
Laptop ASUS Vivobook 15 X515EA-EJ062T,11.190.000đ,"Intel® Core™ i3-1115G4, tối đa 4.1 GHz, 6MB bộ nhớ đệm",4GB,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-i3-ram-4gb.html
Laptop ASUS Zenbook UX425J,22.990.000đ,"Intel® Core™ i5-1035G1 1.00GHz upto 3.60GHz, 6 MB cache, 4 cores 8 threads",8GB,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425j.html
Laptop ASUS Vivobook S533FA,17.250.000đ,Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,,Intel UHD Graphics,512GB SSD M.2 PCIE G3X2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s533fa.html
Laptop ASUS Gaming ROG Strix G731GT-H7114T,22.850.000đ,Intel Core i7-9750H 2.6GHz up to 4.5GHz 12MB,,NVIDIA GeForce GTX 1650 4GB GDDR5 + Intel UHD Graphics 630,512GB SSD PCIE G3X4,17 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g531gt-17-3inch-120hz.html
Laptop ASUS Gaming ROG Strix G531GT-AL007T,19.200.000đ,"Intel® Core™ i5-9300H (2.4GHz upto 4.1GHz, 4Cores, 8Threads, 8MB cache, FSB 8GT/s)",,NVIDIA GeForce GTX 1650 4GB GDDR5 + Intel UHD Graphics 630,512GB SSD M.2 PCIe3x4 + 1 slot HDD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g531gt-i5-9300h.html
Laptop Asus Rog Strix Scar 17 733QS,74.790.000đ,Ryzen 9 5900HX 8 nhân 16 luồng,32GB,Geforce RTX 3080 16GB,1TB SSD,17.3 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-17-g733qs.html
Laptop ASUS VivoBook 15 X515JA-EJ605T,14.190.000đ,"Core i5 1035G1, tốc độ 1.0GHz, 6MB bộ nhớ đệm",4GB,Intel UHD Graphics 605,512GB M.2 NVMe PCIe 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x515ja.html
Laptop ASUS Gaming ROG Strix G17 G713QM-K4113T,41.890.000đ,AMD Ryzen 7 5800H,16GB,Geforce RTX 3060 6GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713qm-2k-165hz.html
Laptop ASUS VivoBook M413IA-EK480T,15.490.000đ,AMD Ryzen 5-4500U,8GB,AMD Radeon Graphics,SSD 512 GB,14 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m413ia-ek480t.html
Laptop Asus Expertbook B3402FEA-EC0960W,15.990.000đ,"Intel® Core™ i5-1135G7 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,Intel® Iris Xᵉ Graphics,512 GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b3402fea-ec0960w.html
Laptop ASUS VivoBook 15 X1504VA-NJ070W,13.490.000đ,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj070w.html
Laptop ASUS VivoBook 14 OLED A1405VA-KM095W,16.990.000đ,"Intel Core i5-13500H (18MB Cache, upto 4.7GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVM PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km095w.html
Laptop ASUS Gaming V16 K3607VJ-RP106W,22.690.000đ,"Intel Core 7 240H 2.5 GHz (24MB Cache, up to 5.2 GHz, 10 lõi, 16 luồng)",16GB,NVIDIA GeForce RTX 3050 6GB GDDR6Intel Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-v16-k3607vj-rp106w.html
